SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
14	4	5	2.0010635489597917E-4	93.63780975341797	48977.json
5,5,5	1,1,1	0,0,0	0.1469396948814392,0.1469396948814392,0.1469396948814392	118.0075454711914,118.0075454711914,118.0075454711914	11729.json
6	2	2	0.7541720867156982	117.25019073486328	16856.json
3	1	0	0.5555663704872131	132.9956512451172	24519.json
6,6,6	1,1,1	0,0,0	0.08019035309553146,0.08237005770206451,0.08021967858076096	113.78408813476562,113.78408813476562,113.78408813476562	17329.json
17	1	0	0.0925457552075386	92.01331329345703	29648.json
15,14,14,17,17,17,17,17,18,18,18,13,13,13,13,14,25	4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,6	8,6,6,7,7,7,7,7,7,7,7,5,5,5,5,5,13	0.013668060302734375,0.010045626200735569,0.016043055802583694,0.00180071871727705,7.857761229388416E-4,4.598988452926278E-4,4.598988452926278E-4,4.401776532176882E-4,3.018603310920298E-4,1.7963792197406292E-4,2.790387661661953E-4,0.0011149002239108086,2.3260667512658983E-4,7.367142243310809E-4,6.17717276327312E-4,4.2237527668476105E-4,0.0	94.61088562011719,95.70111846923828,95.70111846923828,91.08872985839844,90.62413024902344,90.24851989746094,90.24851989746094,90.24851989746094,89.04796600341797,89.04796600341797,89.47074890136719,96.87544250488281,96.19194793701172,96.19194793701172,95.95148468017578,94.34075927734375,81.97372436523438	45740.json
3,3,3,10	1,1,1,4	0,0,0,3	0.6841543912887573,0.6841543912887573,0.6841543912887573,0.3754519820213318	129.47398376464844,129.47398376464844,129.47398376464844,103.25243377685547	26688.json
19,19,25,25,3	7,7,9,9,1	8,8,10,10,0	5.876554059796035E-4,0.002969773719087243,0.0,0.0,0.0028575577307492495	89.3247299194336,89.3247299194336,81.29939270019531,81.29939270019531,129.36033630371094	43652.json
3,3,3,3	1,1,1,1	0,0,0,0	0.0,0.0,0.0,0.0	127.52558135986328,127.52558135986328,127.52558135986328,127.52558135986328	26888.json
9	3	5	0.014587492682039738	102.912841796875	15720.json
3,4	1,1	0,0	0.866833508014679,0.002808606717735529	131.91592407226562,119.01112365722656	3789.json
12	2	0	0.00557461753487587	97.42205047607422	5605.json
