MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
2296.json	com.facebook.share.internal.NativeDialogParameters.create(java.util.UUID, com.facebook.share.model.ShareContent, boolean)	noCall	noCall	true	1349
2552.json	com.facebook.share.internal.CameraEffectJSONUtility.convertToJSON(com.facebook.share.model.CameraEffectArguments)	noCall	noCall	true	433
1821.json	com.facebook.share.model.AppInviteContent.Builder.readFrom(com.facebook.share.model.AppInviteContent)	noCall	noCall	true	1349
2539.json	com.facebook.share.internal.LikeActionController.CreateLikeActionControllerWorkItem.run()	noCall	noCall	true	1523
3582.json	com.facebook.places.model.PlaceInfoRequestParams.Builder.addFields(java.lang.String[])	null	com.example.places.PlacesGraphSDKHelper.fetchPlaceInfo(com.example.places.model.Place, com.example.places.PlacesGraphSDKHelper.PlaceInfoRequestListener)	true	594
3203.json	com.facebook.login.LoginLogger.logLoginStatusStart(java.lang.String)	noCall	noCall	false	594
1451.json	com.facebook.GraphRequest.ParcelableResourceWithMimeType.getMimeType()	1436.json	com.facebook.GraphRequest.Serializer.writeObject(java.lang.String, java.lang.Object, com.facebook.GraphRequest)	true	1931
2308.json	com.facebook.share.internal.LikeDialog.Result.getData()	noCall	noCall	true	1211
2220.json	com.facebook.share.internal.ShareInternalUtility.Anonymous-5efa2a8a-2377-44b3-bb9d-ff6d6d72e0c8.onError(com.facebook.internal.AppCall, com.facebook.FacebookException)	noCall	noCall	true	1349
2799.json	com.facebook.share.model.ShareMessengerMediaTemplateContent.Builder.build()	noCall	noCall	true	363
1597.json	com.facebook.Profile.toJSONObject()	87.json	com.facebook.ProfileCache.save(com.facebook.Profile)	true	1349
3553.json	com.facebook.places.internal.WifiScannerImpl.registerBroadcastReceiver()	3552.json	com.facebook.places.internal.WifiScannerImpl.getActiveScanResults()	true	594
3666.json	com.example.switchuser.SettingsFragment.updateMenuVisibility()	3667.json	com.example.switchuser.SettingsFragment.currentUserChanged()	false	1349
1961.json	com.facebook.share.ShareApi.sharePhotoContent(com.facebook.share.model.SharePhotoContent, com.facebook.FacebookCallback<com.facebook.share.Sharer.Result>)	1951.json	com.facebook.share.ShareApi.share(com.facebook.FacebookCallback<com.facebook.share.Sharer.Result>)	true	1349
3001.json	com.facebook.FacebookButtonBase.setupOnClickListener()	noCall	noCall	false	1349
3475.json	com.facebook.places.internal.BleScannerImpl.initAndCheckEligibility()	noCall	noCall	true	594
